user_id,lang1_count,lang2_count,lang3_count,lang4_count,lang5_count,lang6_count,lang7_count,lang8_count,lang9_count,lang10_count,lang1_norm_count,lang2_norm_count,lang3_norm_count,lang4_norm_count,lang5_norm_count,lang6_norm_count,lang7_norm_count,lang8_norm_count,lang9_norm_count,lang10_norm_count
653,13,42,9,46,5,16,6,44,1,38,0.8169140781832795,0.4032600717196313,0.3800214054878736,0.3721002075492629,0.2563044506533691,0.2222658045378533,0.1915162566409897,0.1720284053630616,0.1720284053630616,0.1481772030252355
654,13,9,46,5,16,44,38,47,14,10,0.7812974340157068,0.2929608747429167,0.2563044506533691,0.2513320537405661,0.2348553102567439,0.1720284053630616,0.1339043986121942,0.1339043986121942,0.1339043986121942,0.1174276551283719
655,13,42,46,9,47,44,5,16,38,10,0.7845377571891784,0.6841059687505164,0.5215036640772759,0.5038691626123978,0.388811610310625,0.3522829653851158,0.3396934596662253,0.337443118485756,0.3351443791799459,0.3228449340406581
656,13,9,42,46,38,44,1,5,4,16,0.7766192278627487,0.463601114387155,0.4302588046626653,0.39562201900087,0.2929608747429167,0.2287458041304111,0.2222658045378533,0.207993000124812,0.2000718021862013,0.1915162566409897
657,13,9,16,4,38,46,47,5,44,12,0.880763971045288,0.5972056887971787,0.5274323883288199,0.5254924574393853,0.4844771313839065,0.4703683903307638,0.4541100070004913,0.427356709889726,0.391588058827191,0.3147230087980072
658,13,42,46,9,38,44,5,17,47,45,0.7050048934323081,0.5177818748555972,0.5067070441199008,0.5019344987916311,0.4629002118232427,0.4137820611788431,0.4056894321561889,0.3303930521659869,0.2963544060504712,0.2699682092135054
659,13,42,46,9,5,44,47,16,38,32,0.9169700280889164,0.6494998669580256,0.6259856071080953,0.5807956456325185,0.4989652173561057,0.4548707736141279,0.4510116086682645,0.4283328560164307,0.4080648023110133,0.4032600717196313
660,13,42,46,9,44,5,38,16,47,4,0.7968454980131833,0.5134886367913184,0.4900746017622419,0.4470078725179705,0.3859611145046489,0.3704430075630889,0.3635446620040513,0.3118725129920311,0.2996435042691232,0.2929608747429167
661,13,47,42,46,9,5,4,16,44,32,0.7649457780335669,0.6520463656376334,0.5871382756418597,0.5483208073976383,0.5344988145258672,0.4223376067240547,0.3982291545436701,0.388811610310625,0.3580620624137614,0.3502850145414877
662,13,9,46,47,4,5,42,16,44,32,0.72702992569705,0.4979568395189054,0.3859611145046489,0.3542442545038129,0.3279357656004687,0.302834405643029,0.2963544060504712,0.278194363872498,0.207993000124812,0.1822158491407513
663,13,42,9,46,38,16,5,44,47,1,0.7422344409217295,0.373732105781741,0.3687597088689381,0.2563044506533691,0.1915162566409897,0.1915162566409897,0.1481772030252355,0.1339043986121942,0.1339043986121942,0.1174276551283719
664,13,38,46,9,20,4,47,5,1,39,0.7733569788465263,0.0979398038504438,0.0979398038504438,0.0433390536157541,0.0433390536157541,0.0,0.0,0.0,0.0,0.0
665,13,46,42,5,9,38,47,44,17,1,0.7513198958940922,0.4948733394037197,0.4137820611788431,0.412662812648451,0.39562201900087,0.3769230071556467,0.3753394632592063,0.3418973987370062,0.3118725129920311,0.3089439117693617
666,13,46,42,44,5,38,9,16,4,10,0.7347642280487215,0.4541100070004913,0.302834405643029,0.2656048581536075,0.2222658045378533,0.1822158491407513,0.1822158491407513,0.1607667087441261,0.1174276551283719,0.1174276551283719
667,13,42,9,46,4,47,29,38,44,5,0.7457326050607246,0.5160852160891848,0.4677126696698596,0.4578608219543209,0.3704430075630889,0.3351443791799459,0.3279357656004687,0.3089439117693617,0.2996435042691232,0.2963544060504712
668,13,9,46,38,16,5,42,44,1,45,0.7261349671502513,0.3396934596662253,0.3279357656004687,0.1915162566409897,0.1915162566409897,0.1607667087441261,0.1607667087441261,0.1481772030252355,0.0979398038504438,0.0979398038504438
669,13,42,46,38,5,9,44,14,4,31,0.8357980087435433,0.3815375622277338,0.3502850145414877,0.3202056083882972,0.3202056083882972,0.3118725129920311,0.2461170068756794,0.1720284053630616,0.1607667087441261,0.1481772030252355
670,13,9,42,46,4,38,5,44,47,17,0.7514618130532305,0.5315802097734402,0.4470078725179705,0.3929496983619873,0.3522829653851158,0.3279357656004687,0.3089439117693617,0.3059328039752558,0.2820816016374298,0.2287458041304111
671,13,42,46,9,5,38,44,16,1,17,0.8640707898475287,0.5955922655898938,0.4436932733429793,0.3902088492655634,0.3303930521659869,0.325420655253184,0.3118725129920311,0.2741604036988191,0.2000718021862013,0.1481772030252355
672,13,46,5,38,9,44,16,42,10,14,0.7342656599916866,0.3482490052114369,0.2820816016374298,0.2287458041304111,0.2287458041304111,0.1720284053630616,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1481772030252355
673,13,46,9,42,5,16,1,44,38,17,0.7709811759050863,0.3599210181038771,0.3279357656004687,0.2820816016374298,0.2222658045378533,0.1720284053630616,0.1720284053630616,0.1607667087441261,0.1481772030252355,0.1481772030252355
674,13,9,46,16,44,38,4,42,5,1,0.7448813082741527,0.3482490052114369,0.302834405643029,0.2406344072853893,0.1915162566409897,0.1607667087441261,0.1481772030252355,0.1481772030252355,0.1339043986121942,0.1339043986121942
675,13,38,5,9,42,46,44,16,14,45,0.7185634652449148,0.2963544060504712,0.2894560604914336,0.2461170068756794,0.2406344072853893,0.1822158491407513,0.1481772030252355,0.1339043986121942,0.1339043986121942,0.1174276551283719
676,13,9,46,42,4,16,5,47,44,17,0.7814403792165349,0.39562201900087,0.3542442545038129,0.2741604036988191,0.2610557776673281,0.2513320537405661,0.2406344072853893,0.207993000124812,0.1915162566409897,0.1822158491407513
677,13,42,46,38,9,5,44,16,4,14,0.6898944102961927,0.2929608747429167,0.2406344072853893,0.2287458041304111,0.1822158491407513,0.1607667087441261,0.1481772030252355,0.1339043986121942,0.0433390536157541,0.0433390536157541
678,13,46,9,32,42,5,16,38,17,47,0.7111752242674971,0.3327951141071876,0.325420655253184,0.3059328039752558,0.2894560604914336,0.2610557776673281,0.1607667087441261,0.1481772030252355,0.1174276551283719,0.0979398038504438
679,13,46,9,42,5,38,44,16,31,4,0.8493543321172413,0.3482490052114369,0.3118725129920311,0.302834405643029,0.2699682092135054,0.2153674589788157,0.2153674589788157,0.2000718021862013,0.1915162566409897,0.1481772030252355
680,13,46,42,9,38,44,1,5,10,16,0.7160253837045759,0.4170711593974952,0.3687597088689381,0.3059328039752558,0.2929608747429167,0.2656048581536075,0.2563044506533691,0.2348553102567439,0.2000718021862013,0.1607667087441261
681,13,32,9,46,16,5,4,47,38,42,0.6773259267541796,0.4321506639263792,0.4115317199983738,0.337443118485756,0.2858324165912593,0.2513320537405661,0.2222658045378533,0.2000718021862013,0.1720284053630616,0.1720284053630616
682,13,46,9,42,5,38,16,44,4,31,0.7251720123670837,0.3327951141071876,0.3174994573145732,0.3059328039752558,0.2929608747429167,0.2656048581536075,0.2610557776673281,0.2000718021862013,0.1822158491407513,0.1607667087441261
683,13,9,46,5,16,42,38,4,44,47,0.7910646832440938,0.3522829653851158,0.3147230087980072,0.2894560604914336,0.2461170068756794,0.2348553102567439,0.2000718021862013,0.1915162566409897,0.1822158491407513,0.1607667087441261
684,13,46,42,24,9,16,29,38,2,44,0.8177564179489123,0.4243736160541054,0.388811610310625,0.3704430075630889,0.3351443791799459,0.302834405643029,0.2963544060504712,0.2858324165912593,0.2513320537405661,0.2461170068756794
685,13,46,9,42,5,16,1,44,38,47,0.724444060009787,0.4376332635166691,0.4103885298712887,0.3800214054878736,0.2996435042691232,0.2222658045378533,0.207993000124812,0.2000718021862013,0.1915162566409897,0.1720284053630616
686,13,46,9,5,44,42,38,16,1,31,0.7520276048886064,0.39562201900087,0.3502850145414877,0.2610557776673281,0.2513320537405661,0.2461170068756794,0.2153674589788157,0.2153674589788157,0.1339043986121942,0.1174276551283719
687,13,38,9,46,16,4,47,5,1,26,0.6941803641221223,0.3228449340406581,0.2963544060504712,0.278194363872498,0.2348553102567439,0.207993000124812,0.1481772030252355,0.1481772030252355,0.1174276551283719,0.1174276551283719
688,13,46,5,42,9,38,16,31,17,10,0.7284464534368628,0.4330841830303897,0.4032600717196313,0.3580620624137614,0.346173459258783,0.2406344072853893,0.207993000124812,0.2000718021862013,0.2000718021862013,0.1915162566409897
689,13,9,46,5,16,42,4,44,47,38,0.7439217658500928,0.419208975819716,0.4137820611788431,0.3351443791799459,0.2929608747429167,0.2894560604914336,0.2699682092135054,0.2513320537405661,0.2513320537405661,0.2287458041304111
690,13,9,46,16,42,38,5,47,44,4,0.8186173955422008,0.5014453114023439,0.4502227692355596,0.4223376067240547,0.4068837156198054,0.391588058827191,0.3542442545038129,0.3351443791799459,0.3202056083882972,0.278194363872498
691,13,42,9,46,38,16,5,44,17,14,0.7330932103056944,0.4663596483376875,0.3303930521659869,0.3228449340406581,0.2153674589788157,0.207993000124812,0.1822158491407513,0.1339043986121942,0.1339043986121942,0.0740886015126178
692,13,9,46,42,5,16,38,47,44,14,0.8365043855035492,0.419208975819716,0.3902088492655634,0.3351443791799459,0.3174994573145732,0.278194363872498,0.2222658045378533,0.1915162566409897,0.1720284053630616,0.1720284053630616
693,13,42,46,9,3,44,5,38,1,6,0.8028862729806749,0.5694820745850042,0.564707159960227,0.4833215822051815,0.4330841830303897,0.3942942099009149,0.391588058827191,0.3815375622277338,0.3327951141071876,0.3202056083882972
696,13,9,38,46,42,4,47,44,5,16,0.7626289191721974,0.4895278626776349,0.4115317199983738,0.3599210181038771,0.3599210181038771,0.2963544060504712,0.2963544060504712,0.2656048581536075,0.2610557776673281,0.2406344072853893
697,13,38,9,5,16,46,44,4,12,14,0.7835969341742717,0.4850502547837803,0.3769230071556467,0.3327951141071876,0.3228449340406581,0.3174994573145732,0.2610557776673281,0.207993000124812,0.207993000124812,0.1822158491407513
698,13,46,42,9,1,5,16,32,17,39,0.7520746192979806,0.2287458041304111,0.1915162566409897,0.1822158491407513,0.1339043986121942,0.0979398038504438,0.0740886015126178,0.0433390536157541,0.0433390536157541,0.0
699,13,46,9,5,42,16,10,38,44,1,0.7803996691378161,0.3969335355532759,0.3687597088689381,0.3440568107261232,0.3228449340406581,0.3118725129920311,0.2287458041304111,0.2222658045378533,0.2222658045378533,0.2222658045378533
